sample	chromosome	start_pos	end_pos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
B2R4-D1-E1	NC_134851.1	1	73464853	33272103	69603398	94.7438	54.5611	39.6	32.1
B2R6-D1-E1	NC_134838.1	1	133122103	77920647	130774334	98.2364	72.4158	39.6	34.7
B2R6-D1-E1	NC_134839.1	1	115872679	70415019	114534773	98.8454	75.4867	39.6	35.6
B2R6-D1-E1	NC_134840.1	1	112047329	65161390	109544412	97.7662	71.7177	39.6	34.9
B2R6-D1-E1	NC_134841.1	1	104860103	62775844	103222920	98.4387	74.4139	39.6	35.8
B2R6-D1-E1	NC_134842.1	1	102992780	51156245	97995111	95.1476	59.9208	39.6	31.3
B2R6-D1-E1	NC_134843.1	1	102858672	57138592	100128104	97.3453	67.9617	39.6	34.3
B2R6-D1-E1	NC_134844.1	1	98048912	49327600	93947840	95.8173	60.8434	39.6	32.7
B2R6-D1-E1	NC_134845.1	1	97139405	47237848	92644707	95.3729	58.6106	39.6	33.4
B2R6-D1-E1	NC_134846.1	1	94721750	53943673	92616493	97.7774	70.3043	39.6	35.2
B2R6-D1-E1	NC_134847.1	1	91363364	48372017	88688338	97.0721	64.5227	39.6	33.7
B2R6-D1-E1	NC_134848.1	1	86550376	42776274	82745903	95.6043	59.3369	39.6	31
B2R6-D1-E1	NC_134849.1	1	81349889	45312430	78418387	96.3964	61.6336	39.5	28.5
B2R6-D1-E1	NC_134850.1	1	74365144	39014390	71179374	95.716	63.4047	39.6	33.4
B2R6-D1-E1	NC_134851.1	1	73464853	35068893	69642357	94.7968	57.5161	39.6	32
B3R1-14C-D10-E1	NC_134838.1	1	133122103	46159143	129415356	97.2155	35.4692	39.7	32.3
B3R1-14C-D10-E1	NC_134839.1	1	115872679	41998012	114209181	98.5644	37.5334	39.7	33.4
B3R1-14C-D10-E1	NC_134840.1	1	112047329	38829252	108695008	97.0081	35.4394	39.7	32.9
B3R1-14C-D10-E1	NC_134841.1	1	104860103	37324827	102978384	98.2055	36.7953	39.6	33.4
B3R1-14C-D10-E1	NC_134842.1	1	102992780	30229438	96559247	93.7534	28.8081	39.7	29
B3R1-14C-D10-E1	NC_134843.1	1	102858672	34223479	99093934	96.3399	33.5349	39.7	31.8
B3R1-14C-D10-E1	NC_134844.1	1	98048912	30186669	93626034	95.4891	30.5233	39.6	30.4
B3R1-14C-D10-E1	NC_134845.1	1	97139405	28594886	91122200	93.8056	28.6433	39.7	30.4
B3R1-14C-D10-E1	NC_134846.1	1	94721750	31969517	91990855	97.1169	34.135	39.6	32.7
B3R1-14C-D10-E1	NC_134847.1	1	91363364	28963981	87811013	96.1118	31.6115	39.7	31.2
B3R1-14C-D10-E1	NC_134848.1	1	86550376	25732968	82020205	94.7659	29.3586	39.6	28.7
B3R1-14C-D10-E1	NC_134849.1	1	81349889	29021539	77268783	94.9833	30.6687	39.5	24.7
B3R1-14C-D10-E1	NC_134850.1	1	74365144	23181020	70786196	95.1873	30.7834	39.6	30.7
B3R1-14C-D10-E1	NC_134851.1	1	73464853	21341258	68982876	93.8992	28.347	39.6	29.7
B3R1-22C-D10-E1	NC_134838.1	1	133122103	34097713	128359446	96.4223	25.2793	39.6	30.9
B3R1-22C-D10-E1	NC_134839.1	1	115872679	30585370	113621623	98.0573	26.4719	39.6	31.8
B3R1-22C-D10-E1	NC_134840.1	1	112047329	28581160	107844733	96.2493	25.0828	39.6	31.3
B3R1-22C-D10-E1	NC_134841.1	1	104860103	27369680	102369501	97.6248	26.0312	39.6	31.9
B3R1-22C-D10-E1	NC_134842.1	1	102992780	22675034	95113885	92.3501	20.7142	39.6	27.9
B3R1-22C-D10-E1	NC_134843.1	1	102858672	25559218	98134421	95.407	23.9346	39.6	30.1
B3R1-22C-D10-E1	NC_134844.1	1	98048912	22478725	92383081	94.2214	21.7483	39.6	29
B3R1-22C-D10-E1	NC_134845.1	1	97139405	21605379	89623712	92.263	20.6247	39.6	29.2
B3R1-22C-D10-E1	NC_134846.1	1	94721750	23681937	91162458	96.2424	24.3056	39.6	31.1
B3R1-22C-D10-E1	NC_134847.1	1	91363364	21665109	86820882	95.0281	22.7039	39.6	29.9
B3R1-22C-D10-E1	NC_134848.1	1	86550376	19314365	80812656	93.3707	21.2646	39.6	27.7
B3R1-22C-D10-E1	NC_134849.1	1	81349889	22487105	76059459	93.4967	22.0889	39.4	22.7
B3R1-22C-D10-E1	NC_134850.1	1	74365144	17355421	70025887	94.1649	22.1641	39.6	29.5
B3R1-22C-D10-E1	NC_134851.1	1	73464853	16058611	67996925	92.5571	20.3326	39.6	28.4
B3R1-D1-E1	NC_134838.1	1	133122103	82186784	130640506	98.1358	75.8553	39.6	33.9
B3R1-D1-E1	NC_134839.1	1	115872679	74505084	114875765	99.1396	79.3087	39.6	34.8
B3R1-D1-E1	NC_134840.1	1	112047329	68517823	109676290	97.8839	74.9299	39.6	34.2
B3R1-D1-E1	NC_134841.1	1	104860103	66356724	103629853	98.8268	78.1794	39.6	34.9
B3R1-D1-E1	NC_134842.1	1	102992780	52928532	98345808	95.4881	61.4065	39.6	30.5
B3R1-D1-E1	NC_134843.1	1	102858672	60339331	100105354	97.3232	71.2204	39.6	33.3
B3R1-D1-E1	NC_134844.1	1	98048912	52498669	94921409	96.8103	64.445	39.6	31.9
B3R1-D1-E1	NC_134845.1	1	97139405	49194691	92735779	95.4667	60.4601	39.6	32.2
B3R1-D1-E1	NC_134846.1	1	94721750	56302916	92814448	97.9864	72.5146	39.6	34.3
B3R1-D1-E1	NC_134847.1	1	91363364	50642543	88821112	97.2174	67.0654	39.6	32.9
B3R1-D1-E1	NC_134848.1	1	86550376	45762724	83405557	96.3665	63.1211	39.6	30.5
B3R1-D1-E1	NC_134849.1	1	81349889	51158889	78387526	96.3585	64.3636	39.5	25.7
B3R1-D1-E1	NC_134850.1	1	74365144	40615123	71868001	96.6421	65.5017	39.6	32.6
B3R1-D1-E1	NC_134851.1	1	73464853	36735546	70245187	95.6174	59.7512	39.6	31.4
B3R2-14C-D10-E1	NC_134838.1	1	133122103	10294797	85531991	64.2508	2.92313	39.6	21.3
B3R2-14C-D10-E1	NC_134839.1	1	115872679	9012635	78818190	68.0214	3.03275	39.6	22
B3R2-14C-D10-E1	NC_134840.1	1	112047329	8704772	72581516	64.7776	2.93431	39.6	21.6
B3R2-14C-D10-E1	NC_134841.1	1	104860103	8236590	70802929	67.5213	3.02158	39.6	21.8
B3R2-14C-D10-E1	NC_134842.1	1	102992780	7335594	56929376	55.2751	2.55728	39.6	20.1
B3R2-14C-D10-E1	NC_134843.1	1	102858672	7880106	64102903	62.3213	2.85028	39.6	21.1
B3R2-14C-D10-E1	NC_134844.1	1	98048912	7254065	57158590	58.296	2.67095	39.6	20.3
B3R2-14C-D10-E1	NC_134845.1	1	97139405	7197099	53854776	55.4407	2.58965	39.6	20.6
B3R2-14C-D10-E1	NC_134846.1	1	94721750	7374027	60407382	63.7735	2.89111	39.5	21.3
B3R2-14C-D10-E1	NC_134847.1	1	91363364	6935207	55087968	60.2955	2.74924	39.6	20.8
B3R2-14C-D10-E1	NC_134848.1	1	86550376	6060443	48413566	55.9369	2.56967	39.6	19.6
B3R2-14C-D10-E1	NC_134849.1	1	81349889	8031977	45954415	56.4898	3.21821	38.1	14
B3R2-14C-D10-E1	NC_134850.1	1	74365144	5551769	43828445	58.9368	2.70585	39.5	20.5
B3R2-14C-D10-E1	NC_134851.1	1	73464853	5333391	40879685	55.6452	2.56368	39.6	20.2
B3R2-22C-D10-E1	NC_134838.1	1	133122103	61731709	130194122	97.8005	54.2508	39.6	33.9
B3R2-22C-D10-E1	NC_134839.1	1	115872679	56088798	114553239	98.8613	57.0913	39.6	34.9
B3R2-22C-D10-E1	NC_134840.1	1	112047329	51647864	109316126	97.5625	53.7894	39.6	34.3
B3R2-22C-D10-E1	NC_134841.1	1	104860103	49837363	103338560	98.549	56.0185	39.6	35
B3R2-22C-D10-E1	NC_134842.1	1	102992780	40405813	97636656	94.7995	44.4118	39.6	30.6
B3R2-22C-D10-E1	NC_134843.1	1	102858672	45600967	99704714	96.9337	51.1454	39.6	33.3
B3R2-22C-D10-E1	NC_134844.1	1	98048912	40072229	94396181	96.2746	46.6473	39.6	32
B3R2-22C-D10-E1	NC_134845.1	1	97139405	37836686	91908766	94.6153	43.8757	39.6	32.2
B3R2-22C-D10-E1	NC_134846.1	1	94721750	42729604	92440881	97.592	52.3544	39.6	34.4
B3R2-22C-D10-E1	NC_134847.1	1	91363364	38610720	88428198	96.7874	48.51	39.6	32.9
B3R2-22C-D10-E1	NC_134848.1	1	86550376	34796500	82792025	95.6576	45.6076	39.6	30.3
B3R2-22C-D10-E1	NC_134849.1	1	81349889	36416531	77884583	95.7402	46.6434	39.5	27.6
B3R2-22C-D10-E1	NC_134850.1	1	74365144	31080487	71441902	96.0691	47.594	39.6	32.5
B3R2-22C-D10-E1	NC_134851.1	1	73464853	28175904	69763417	94.9616	43.2739	39.6	31.3
B3R2-D1-E1	NC_134838.1	1	133122103	75017301	130552121	98.0695	69.1828	39.6	34.9
B3R2-D1-E1	NC_134839.1	1	115872679	68161298	114811094	99.0838	72.5777	39.6	35.7
B3R2-D1-E1	NC_134840.1	1	112047329	62778358	109603747	97.8192	68.6518	39.6	35.3
B3R2-D1-E1	NC_134841.1	1	104860103	60708160	103578382	98.7777	71.5196	39.6	36
B3R2-D1-E1	NC_134842.1	1	102992780	48562762	98215839	95.3619	56.2853	39.6	31.5
B3R2-D1-E1	NC_134843.1	1	102858672	55300832	100037825	97.2576	65.2627	39.6	34.3
B3R2-D1-E1	NC_134844.1	1	98048912	48277850	94801226	96.6877	59.2699	39.6	33
B3R2-D1-E1	NC_134845.1	1	97139405	45448012	92626771	95.3545	55.8472	39.6	33.2
B3R2-D1-E1	NC_134846.1	1	94721750	51729012	92743503	97.9115	66.6569	39.6	35.3
B3R2-D1-E1	NC_134847.1	1	91363364	46557457	88762358	97.1531	61.6653	39.6	34
B3R2-D1-E1	NC_134848.1	1	86550376	41880913	83298779	96.2431	57.7292	39.6	31.1
B3R2-D1-E1	NC_134849.1	1	81349889	44219090	78314948	96.2693	58.8467	39.5	28
B3R2-D1-E1	NC_134850.1	1	74365144	37381677	71761505	96.4988	60.2923	39.6	33.5
B3R2-D1-E1	NC_134851.1	1	73464853	33798985	70175264	95.5222	54.9508	39.6	32.3
B3R3-14C-D10-E1	NC_134838.1	1	133122103	70532798	130327474	97.9007	63.3227	39.6	34.7
B3R3-14C-D10-E1	NC_134839.1	1	115872679	64041170	114701701	98.9894	66.5018	39.6	35.6
B3R3-14C-D10-E1	NC_134840.1	1	112047329	58940644	109466098	97.6963	62.7851	39.6	35.2
B3R3-14C-D10-E1	NC_134841.1	1	104860103	56858498	103495450	98.6986	65.2893	39.6	35.7
B3R3-14C-D10-E1	NC_134842.1	1	102992780	45114061	97966165	95.1194	50.7599	39.6	31.1
B3R3-14C-D10-E1	NC_134843.1	1	102858672	51628318	99788922	97.0156	59.2608	39.6	34.1
B3R3-14C-D10-E1	NC_134844.1	1	98048912	44800950	94591016	96.4733	53.368	39.6	32.6
B3R3-14C-D10-E1	NC_134845.1	1	97139405	42294672	92304270	95.0225	50.3716	39.6	32.7
B3R3-14C-D10-E1	NC_134846.1	1	94721750	48290614	92594086	97.7538	60.5141	39.6	35.1
B3R3-14C-D10-E1	NC_134847.1	1	91363364	43869299	88569716	96.9423	56.5016	39.6	33.8
B3R3-14C-D10-E1	NC_134848.1	1	86550376	38847960	82996285	95.8936	51.9905	39.6	30.8
B3R3-14C-D10-E1	NC_134849.1	1	81349889	40005148	78094631	95.9984	53.3671	39.5	28.5
B3R3-14C-D10-E1	NC_134850.1	1	74365144	34720304	71656962	96.3583	54.3672	39.6	33.1
B3R3-14C-D10-E1	NC_134851.1	1	73464853	31586025	69972016	95.2456	49.8127	39.6	31.9
B3R3-22C-D10-E1	NC_134838.1	1	133122103	50562642	129708672	97.4359	46.0686	39.6	34.5
B3R3-22C-D10-E1	NC_134839.1	1	115872679	45795603	114381858	98.7134	48.2259	39.6	35.3
B3R3-22C-D10-E1	NC_134840.1	1	112047329	42188291	108905419	97.1959	45.5744	39.6	34.8
B3R3-22C-D10-E1	NC_134841.1	1	104860103	40775842	103161501	98.3801	47.5062	39.6	35.6
B3R3-22C-D10-E1	NC_134842.1	1	102992780	33107493	97004247	94.1855	37.8561	39.6	31.2
B3R3-22C-D10-E1	NC_134843.1	1	102858672	37489199	99292165	96.5326	43.7118	39.6	34
B3R3-22C-D10-E1	NC_134844.1	1	98048912	32834358	93902204	95.7708	39.7557	39.6	32.7
B3R3-22C-D10-E1	NC_134845.1	1	97139405	30990899	91442617	94.1355	37.4923	39.6	32.9
B3R3-22C-D10-E1	NC_134846.1	1	94721750	34865833	92161082	97.2966	44.3358	39.6	35
B3R3-22C-D10-E1	NC_134847.1	1	91363364	31673853	88007797	96.3272	41.4101	39.6	33.7
B3R3-22C-D10-E1	NC_134848.1	1	86550376	28589924	82394371	95.1982	38.9085	39.6	30.9
B3R3-22C-D10-E1	NC_134849.1	1	81349889	29637274	77472302	95.2334	40.101	39.5	28.5
B3R3-22C-D10-E1	NC_134850.1	1	74365144	25403905	71105924	95.6173	40.4294	39.6	33.2
B3R3-22C-D10-E1	NC_134851.1	1	73464853	23126665	69289111	94.316	37.0401	39.6	32
B3R3-D1-E1	NC_134838.1	1	133122103	46703146	129591665	97.348	42.6698	39.6	34.9
B3R3-D1-E1	NC_134839.1	1	115872679	42375370	114323334	98.6629	44.6694	39.6	35.8
B3R3-D1-E1	NC_134840.1	1	112047329	39075722	108801215	97.1029	42.3253	39.6	35.3
B3R3-D1-E1	NC_134841.1	1	104860103	37690839	103054337	98.2779	43.9601	39.6	35.9
B3R3-D1-E1	NC_134842.1	1	102992780	30032644	96707968	93.8978	34.4585	39.6	31.4
B3R3-D1-E1	NC_134843.1	1	102858672	34251023	99104145	96.3498	40.014	39.6	34.3
B3R3-D1-E1	NC_134844.1	1	98048912	29796695	93682157	95.5464	36.1859	39.6	32.9
B3R3-D1-E1	NC_134845.1	1	97139405	28057854	91163306	93.8479	34.1135	39.6	33.1
B3R3-D1-E1	NC_134846.1	1	94721750	32003595	92053450	97.183	40.8149	39.6	35.3
B3R3-D1-E1	NC_134847.1	1	91363364	28797669	87849114	96.1535	37.7506	39.6	33.8
B3R3-D1-E1	NC_134848.1	1	86550376	25843978	82155049	94.9217	35.2662	39.6	31.1
B3R3-D1-E1	NC_134849.1	1	81349889	27007983	77257743	94.9697	36.407	39.5	28.4
B3R3-D1-E1	NC_134850.1	1	74365144	23088047	70951213	95.4092	36.8616	39.6	33.3
B3R3-D1-E1	NC_134851.1	1	73464853	20874387	69070667	94.0187	33.5833	39.6	32.2
B3R4-D1-E1	NC_134838.1	1	133122103	21829940	127197083	95.5492	20.3241	39.6	34.8
B3R4-D1-E1	NC_134839.1	1	115872679	19840365	112925504	97.4565	21.3221	39.6	35.7
B3R4-D1-E1	NC_134840.1	1	112047329	18242430	106738902	95.2623	20.1326	39.6	35.3
B3R4-D1-E1	NC_134841.1	1	104860103	17632738	101659003	96.9473	20.9642	39.6	36
B3R4-D1-E1	NC_134842.1	1	102992780	14143389	93242614	90.5332	16.5451	39.6	31.6
B3R4-D1-E1	NC_134843.1	1	102858672	16087095	96953236	94.2587	19.1642	39.6	34.3
B3R4-D1-E1	NC_134844.1	1	98048912	14066063	90969690	92.7799	17.4271	39.6	33.1
B3R4-D1-E1	NC_134845.1	1	97139405	13202668	87719489	90.3027	16.3721	39.6	33.3
B3R4-D1-E1	NC_134846.1	1	94721750	15011412	90288070	95.3193	19.5073	39.6	35.3
B3R4-D1-E1	NC_134847.1	1	91363364	13538686	85631687	93.7265	18.0951	39.6	34
B3R4-D1-E1	NC_134848.1	1	86550376	12217607	79372830	91.7071	17.0078	39.6	31.2
B3R4-D1-E1	NC_134849.1	1	81349889	12868905	74709878	91.8377	17.8045	39.4	28.2
B3R4-D1-E1	NC_134850.1	1	74365144	10873933	68970085	92.7452	17.6979	39.6	33.6
B3R4-D1-E1	NC_134851.1	1	73464853	9842070	66589966	90.6419	16.1551	39.6	32.4
B3R6-D1-E1	NC_134838.1	1	133122103	32827838	128717690	96.6914	30.0861	39.5	34.7
B3R6-D1-E1	NC_134839.1	1	115872679	29922923	113840274	98.246	31.668	39.5	35.7
B3R6-D1-E1	NC_134840.1	1	112047329	27475779	108037700	96.4215	29.8603	39.5	35.2
B3R6-D1-E1	NC_134841.1	1	104860103	26548555	102556007	97.8027	31.0763	39.5	35.8
B3R6-D1-E1	NC_134842.1	1	102992780	21316691	95451690	92.678	24.5618	39.5	31.4
B3R6-D1-E1	NC_134843.1	1	102858672	24245981	98311364	95.5791	28.4433	39.5	34.2
B3R6-D1-E1	NC_134844.1	1	98048912	21222465	92695134	94.5397	25.8921	39.5	32.9
B3R6-D1-E1	NC_134845.1	1	97139405	19971985	89844795	92.4906	24.3869	39.5	33.1
B3R6-D1-E1	NC_134846.1	1	94721750	22551086	91428824	96.5236	28.8603	39.5	35.1
B3R6-D1-E1	NC_134847.1	1	91363364	20358819	87049345	95.2782	26.7826	39.5	33.8
B3R6-D1-E1	NC_134848.1	1	86550376	18489935	81105058	93.7085	25.3325	39.5	31.1
B3R6-D1-E1	NC_134849.1	1	81349889	19376074	76284731	93.7736	26.0815	39.4	28
B3R6-D1-E1	NC_134850.1	1	74365144	16404734	70222638	94.4295	26.2999	39.5	33.4
B3R6-D1-E1	NC_134851.1	1	73464853	14802281	68129590	92.7377	23.9177	39.5	32.1
C1R1-14C-D20-E1	NC_134838.1	1	133122103	75843666	131405851	98.7108	66.891	39.6	32.8
C1R1-14C-D20-E1	NC_134839.1	1	115872679	69121993	115087886	99.3227	70.3514	39.5	33.9
C1R1-14C-D20-E1	NC_134840.1	1	112047329	63415630	109968915	98.1451	66.1588	39.5	33.1
C1R1-14C-D20-E1	NC_134841.1	1	104860103	60905978	103724104	98.9167	68.566	39.5	33.8
C1R1-14C-D20-E1	NC_134842.1	1	102992780	49211367	99164968	96.2834	54.4151	39.5	29.8
C1R1-14C-D20-E1	NC_134843.1	1	102858672	55643891	100312834	97.5249	62.6486	39.5	32.4
C1R1-14C-D20-E1	NC_134844.1	1	98048912	47940237	95063768	96.9555	55.8809	39.5	30.7
C1R1-14C-D20-E1	NC_134845.1	1	97139405	45656068	93442710	96.1944	53.3143	39.5	31.3
C1R1-14C-D20-E1	NC_134846.1	1	94721750	52334108	93119298	98.3083	64.4018	39.5	33.2
C1R1-14C-D20-E1	NC_134847.1	1	91363364	46578163	89100602	97.5233	58.6871	39.5	31.9
C1R1-14C-D20-E1	NC_134848.1	1	86550376	42329227	83754998	96.7702	55.7248	39.5	30.1
C1R1-14C-D20-E1	NC_134849.1	1	81349889	47995203	78844596	96.9203	56.3268	39.5	24.8
C1R1-14C-D20-E1	NC_134850.1	1	74365144	37462298	72024959	96.8531	57.516	39.5	31.7
C1R1-14C-D20-E1	NC_134851.1	1	73464853	34046087	70488596	95.9487	52.5195	39.5	30.6
C1R1-22C-D10-E1	NC_134838.1	1	133122103	19952697	124282036	93.3594	10.8239	39.6	27.7
C1R1-22C-D10-E1	NC_134839.1	1	115872679	17620885	110378700	95.2586	11.2431	39.6	28.5
C1R1-22C-D10-E1	NC_134840.1	1	112047329	16748557	104114480	92.9201	10.7403	39.6	27.9
C1R1-22C-D10-E1	NC_134841.1	1	104860103	15876117	99293434	94.6913	11.0605	39.6	28.5
C1R1-22C-D10-E1	NC_134842.1	1	102992780	13694462	89796866	87.1875	9.08711	39.6	25.5
C1R1-22C-D10-E1	NC_134843.1	1	102858672	15123594	94092043	91.477	10.3531	39.6	27.1
C1R1-22C-D10-E1	NC_134844.1	1	98048912	13480221	87192319	88.9274	9.44578	39.6	26.2
C1R1-22C-D10-E1	NC_134845.1	1	97139405	13229936	84765320	87.2615	9.06926	39.6	26.3
C1R1-22C-D10-E1	NC_134846.1	1	94721750	14163396	88152676	93.0649	10.7092	39.6	28
C1R1-22C-D10-E1	NC_134847.1	1	91363364	12958979	82538881	90.3413	9.83772	39.6	26.8
C1R1-22C-D10-E1	NC_134848.1	1	86550376	11425849	75820687	87.603	9.19655	39.6	25.1
C1R1-22C-D10-E1	NC_134849.1	1	81349889	13639565	71783006	88.2398	9.87157	39.1	20.2
C1R1-22C-D10-E1	NC_134850.1	1	74365144	10400948	66176822	88.989	9.663	39.6	26.6
C1R1-22C-D10-E1	NC_134851.1	1	73464853	9834870	63713405	86.7264	8.98032	39.6	25.7
C1R1-22C-D19-E1	NC_134838.1	1	133122103	14312444	99412575	74.6777	4.11622	39.6	21.5
C1R1-22C-D19-E1	NC_134839.1	1	115872679	12553569	90122555	77.7772	4.25949	39.6	22
C1R1-22C-D19-E1	NC_134840.1	1	112047329	12060890	83325918	74.3667	4.09992	39.6	21.7
C1R1-22C-D19-E1	NC_134841.1	1	104860103	11337366	80413876	76.6868	4.17318	39.6	21.8
C1R1-22C-D19-E1	NC_134842.1	1	102992780	10171383	67464629	65.5042	3.58695	39.6	20.1
C1R1-22C-D19-E1	NC_134843.1	1	102858672	10977069	74073854	72.0152	4.01157	39.6	21.2
C1R1-22C-D19-E1	NC_134844.1	1	98048912	9934491	66466603	67.7892	3.69461	39.6	20.5
C1R1-22C-D19-E1	NC_134845.1	1	97139405	9995682	64021392	65.9067	3.6466	39.6	20.7
C1R1-22C-D19-E1	NC_134846.1	1	94721750	10177009	70309003	74.2269	4.05329	39.6	21.5
C1R1-22C-D19-E1	NC_134847.1	1	91363364	9519214	64147090	70.211	3.82291	39.6	20.9
C1R1-22C-D19-E1	NC_134848.1	1	86550376	8284054	57154912	66.0366	3.54848	39.6	19.8
C1R1-22C-D19-E1	NC_134849.1	1	81349889	10697694	54192128	66.6161	4.20719	38.6	14.7
C1R1-22C-D19-E1	NC_134850.1	1	74365144	7643723	51093854	68.7067	3.78563	39.6	20.7
C1R1-22C-D19-E1	NC_134851.1	1	73464853	7361796	47755014	65.0039	3.57299	39.6	20.2
C1R2-14C-D20-E1	NC_134838.1	1	133122103	48886686	130643954	98.1384	41.3597	39.6	33
C1R2-14C-D20-E1	NC_134839.1	1	115872679	44358471	114635940	98.9327	43.4797	39.6	34
C1R2-14C-D20-E1	NC_134840.1	1	112047329	40873776	109322452	97.5681	40.856	39.6	33.2
C1R2-14C-D20-E1	NC_134841.1	1	104860103	39192250	103258557	98.4727	42.3525	39.6	34
C1R2-14C-D20-E1	NC_134842.1	1	102992780	32300765	98015567	95.1674	34.0812	39.6	29.9
C1R2-14C-D20-E1	NC_134843.1	1	102858672	36084202	99578827	96.8113	38.8747	39.6	32.5
C1R2-14C-D20-E1	NC_134844.1	1	98048912	31408630	94059933	95.9316	34.9137	39.6	30.9
C1R2-14C-D20-E1	NC_134845.1	1	97139405	30187807	92452027	95.1746	33.482	39.6	31.4
C1R2-14C-D20-E1	NC_134846.1	1	94721750	34024492	92562484	97.7204	40.1023	39.6	33.4
C1R2-14C-D20-E1	NC_134847.1	1	91363364	30653875	88375819	96.73	36.9269	39.6	32
C1R2-14C-D20-E1	NC_134848.1	1	86550376	27134035	82912250	95.7965	34.0881	39.6	29.3
C1R2-14C-D20-E1	NC_134849.1	1	81349889	30123007	77981497	95.8594	34.9913	39.5	25.2
C1R2-14C-D20-E1	NC_134850.1	1	74365144	24673459	71357598	95.9557	36.2208	39.6	31.6
C1R2-14C-D20-E1	NC_134851.1	1	73464853	22495896	69535026	94.6507	33.0125	39.6	30.5
C1R2-22C-D19-E1	NC_134838.1	1	133122103	11615162	68241214	51.2621	2.48197	39.6	19.9
C1R2-22C-D19-E1	NC_134839.1	1	115872679	10123596	61980780	53.4904	2.53077	39.6	20.2
C1R2-22C-D19-E1	NC_134840.1	1	112047329	9791929	57653119	51.4543	2.48484	39.6	20.2
C1R2-22C-D19-E1	NC_134841.1	1	104860103	9163070	55537129	52.9631	2.5066	39.6	20.1
C1R2-22C-D19-E1	NC_134842.1	1	102992780	8339474	45715047	44.3867	2.22764	39.6	18.8
C1R2-22C-D19-E1	NC_134843.1	1	102858672	8978705	51345357	49.9184	2.48781	39.6	19.7
C1R2-22C-D19-E1	NC_134844.1	1	98048912	8146230	44959861	45.8545	2.29965	39.6	19.1
C1R2-22C-D19-E1	NC_134845.1	1	97139405	8252374	43429177	44.7081	2.30091	39.6	19.3
C1R2-22C-D19-E1	NC_134846.1	1	94721750	8321763	48064900	50.7433	2.485	39.5	19.9
C1R2-22C-D19-E1	NC_134847.1	1	91363364	7801762	43877676	48.0255	2.37456	39.6	19.5
C1R2-22C-D19-E1	NC_134848.1	1	86550376	6729819	38761084	44.7844	2.17623	39.6	18.4
C1R2-22C-D19-E1	NC_134849.1	1	81349889	9669290	36724252	45.1436	2.84851	37.9	12.4
C1R2-22C-D19-E1	NC_134850.1	1	74365144	6257530	35043294	47.1233	2.35689	39.5	19.2
C1R2-22C-D19-E1	NC_134851.1	1	73464853	6063345	32565875	44.3285	2.26558	39.6	18.9
C1R3-14C-D20-E1	NC_134838.1	1	133122103	31660762	128736870	96.7059	22.3414	39.6	30.5
C1R3-14C-D20-E1	NC_134839.1	1	115872679	28668443	113417117	97.8808	23.6158	39.6	31.5
C1R3-14C-D20-E1	NC_134840.1	1	112047329	26536478	107593299	96.0249	22.1001	39.6	30.7
C1R3-14C-D20-E1	NC_134841.1	1	104860103	25436108	101972860	97.2466	23.0078	39.6	31.4
C1R3-14C-D20-E1	NC_134842.1	1	102992780	20985157	95006911	92.2462	18.116	39.6	27.4
C1R3-14C-D20-E1	NC_134843.1	1	102858672	23482733	97617475	94.9045	20.9391	39.6	29.9
C1R3-14C-D20-E1	NC_134844.1	1	98048912	20712390	91691428	93.516	18.8993	39.6	28.3
C1R3-14C-D20-E1	NC_134845.1	1	97139405	20108093	89602361	92.241	18.1423	39.6	28.7
C1R3-14C-D20-E1	NC_134846.1	1	94721750	22272100	91052500	96.1263	21.8473	39.5	30.8
C1R3-14C-D20-E1	NC_134847.1	1	91363364	20016929	86328717	94.4894	19.8506	39.6	29.4
C1R3-14C-D20-E1	NC_134848.1	1	86550376	17650024	80288763	92.7654	18.3727	39.6	27.4
C1R3-14C-D20-E1	NC_134849.1	1	81349889	22510593	75779338	93.1524	19.1205	39.3	20.4
C1R3-14C-D20-E1	NC_134850.1	1	74365144	16084088	69595027	93.5855	19.4236	39.5	29
C1R3-14C-D20-E1	NC_134851.1	1	73464853	14861391	67315818	91.63	17.7311	39.6	27.9
C1R3-22C-D19-E1	NC_134838.1	1	133122103	17712651	120696521	90.666	8.55468	39.6	25
C1R3-22C-D19-E1	NC_134839.1	1	115872679	15685306	107712038	92.9572	8.90085	39.6	25.7
C1R3-22C-D19-E1	NC_134840.1	1	112047329	14918063	101127251	90.254	8.49988	39.6	25.3
C1R3-22C-D19-E1	NC_134841.1	1	104860103	14149492	96981950	92.487	8.78545	39.6	25.6
C1R3-22C-D19-E1	NC_134842.1	1	102992780	12166380	84619629	82.1607	7.07077	39.6	22.5
C1R3-22C-D19-E1	NC_134843.1	1	102858672	13383453	90486450	87.9716	8.09863	39.6	24.4
C1R3-22C-D19-E1	NC_134844.1	1	98048912	11937069	83052728	84.7054	7.33653	39.6	23.2
C1R3-22C-D19-E1	NC_134845.1	1	97139405	11882329	80475304	82.8452	7.14381	39.6	23.4
C1R3-22C-D19-E1	NC_134846.1	1	94721750	12558745	85055355	89.795	8.35617	39.5	25
C1R3-22C-D19-E1	NC_134847.1	1	91363364	11508375	78941345	86.4037	7.65055	39.6	23.9
C1R3-22C-D19-E1	NC_134848.1	1	86550376	10132295	71977738	83.1628	7.1874	39.6	22.4
